game_id,player_id,model_name,role,team,outcome,won,num_turns
55527,5,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,10
55530,2,google/gemma-3-12b-it,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,7
55532,4,T1-Base-Gemini-Akash-V1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
55533,1,meta-llama/llama-4-maverick,Villager,Village,All Mafia were eliminated. Village wins!,True,4
55535,3,meta-llama/llama-4-maverick,Villager,Village,All Mafia were eliminated. Village wins!,True,12
55539,5,T1-Base-Gemini-Akash-V1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,11
55540,5,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
55545,1,ZeroR-SecretMafia-v2,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,3
55557,1,T1-Base-Gemini-Akash-V1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,11
55558,4,meta-llama/llama-4-scout,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
55559,5,meta-llama/llama-4-scout,Detective,Village,All Mafia were eliminated. Village wins!,True,10
55568,0,google/gemini-2.0-flash-001,Villager,Village,All Mafia were eliminated. Village wins!,True,4
55571,5,meta-llama/llama-4-maverick,Detective,Village,All Mafia were eliminated. Village wins!,True,6
55581,4,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
55583,2,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
55590,5,meta-llama/llama-4-scout,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
55596,1,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
55607,3,qwen/qwen-plus,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
55609,5,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
55619,3,meta-llama/llama-4-maverick,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,1
55629,2,google/gemini-2.0-flash-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
55629,0,T1-Base-Gemini-Akash-V1,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,4
55635,3,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
55649,0,google/gemini-2.0-flash-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
55649,4,qwen/qwen-turbo,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
55653,4,google/gemma-3-12b-it,Doctor,Village,All Mafia were eliminated. Village wins!,True,6
55654,2,google/gemini-2.0-flash-lite-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
55668,2,google/gemini-2.0-flash-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
55686,1,google/gemini-2.0-flash-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,10
55690,1,google/gemini-2.0-flash-lite-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,4
55693,5,google/gemma-3-12b-it,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
55702,1,ZeroR-SecretMafia-v2,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,2
55707,4,qwen/qwen-turbo,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,8
55726,5,meta-llama/llama-4-maverick,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
55738,1,qwen/qwen-plus,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
55742,2,meta-llama/llama-4-scout,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
55742,0,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
55767,3,google/gemini-2.0-flash-lite-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
55780,4,qwen/qwen-plus,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
55869,2,google/gemma-3-12b-it,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
55904,5,qwen/qwen-plus,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
55909,4,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,12
55916,2,google/gemma-3-12b-it,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,7
55942,2,ZeroR-SecretMafia-v2,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
56061,3,qwen/qwen-plus,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
56128,5,Shocklab_Agent_v3,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,13
56146,3,qwen/qwen-turbo,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,3
56254,4,T1-Base-Gemini-Akash-V1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
56259,2,T1-Base-Gemini-Akash-V1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
56271,3,ZeroR-SecretMafia-v2,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,7
56277,1,Qwen3-32B-yt-v1-T1,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
56279,2,qwen/qwen-turbo,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
56293,0,qwen/qwen-plus,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
56338,1,google/gemma-3-12b-it,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
56343,1,qwen/qwen-turbo,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
56343,0,meta-llama/llama-4-scout,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
56376,2,google/gemini-2.0-flash-lite-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,4
56387,1,qwen/qwen-plus,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
56436,2,google/gemini-2.0-flash-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
56445,3,google/gemma-3-12b-it,Villager,Village,All Mafia were eliminated. Village wins!,True,4
56445,4,meta-llama/llama-4-scout,Doctor,Village,All Mafia were eliminated. Village wins!,True,5
56461,0,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
56530,1,meta-llama/llama-4-scout,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
56562,5,meta-llama/llama-4-maverick,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,1
56638,3,google/gemma-3-12b-it,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
56832,2,qwen/qwen-turbo,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
56930,0,Qwen3-235B-A22B-Instruct-2507-yt-v2-T1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
56958,2,meta-llama/llama-4-maverick,Doctor,Village,All Mafia were eliminated. Village wins!,True,1
56958,1,meta-llama/llama-4-scout,Villager,Village,All Mafia were eliminated. Village wins!,True,4
56965,4,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
57030,1,google/gemini-2.0-flash-lite-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
57036,5,qwen/qwen-plus,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
57111,5,google/gemini-2.0-flash-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
57111,1,meta-llama/llama-4-scout,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
57133,2,qwen/qwen-plus,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,10
57146,3,qwen/qwen-plus,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
57162,3,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
57179,5,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
57179,2,google/gemma-3-12b-it,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
57300,5,google/gemini-2.0-flash-lite-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
57356,4,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
57379,4,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
57383,4,qwen/qwen-turbo,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
57420,4,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,14
57431,0,meta-llama/llama-4-maverick,Detective,Village,All Mafia were eliminated. Village wins!,True,5
57528,3,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,8
57578,0,google/gemini-2.0-flash-001,Villager,Village,All Mafia were eliminated. Village wins!,True,9
57684,2,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
57714,1,qwen/qwen-turbo,Detective,Village,All Mafia were eliminated. Village wins!,True,7
57755,1,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Villager,Village,All Mafia were eliminated. Village wins!,True,8
57824,1,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,12
57828,0,meta-llama/llama-4-scout,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
57859,1,qwen/qwen-plus,Villager,Village,All Mafia were eliminated. Village wins!,True,8
58076,0,qwen/qwen-plus,Villager,Village,All Mafia were eliminated. Village wins!,True,8
58113,0,qwen/qwen-turbo,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,2
58142,4,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
58299,0,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
58342,0,qwen/qwen-plus,Detective,Village,All Mafia were eliminated. Village wins!,True,6
58423,0,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Villager,Village,All Mafia were eliminated. Village wins!,True,4
58528,4,qwen/qwen-plus,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
58528,0,meta-llama/llama-4-scout,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
58637,4,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,16
58641,2,google/gemma-3-12b-it,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
58715,4,google/gemma-3-12b-it,Villager,Village,All Mafia were eliminated. Village wins!,True,9
58858,1,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
58893,4,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Doctor,Village,All Mafia were eliminated. Village wins!,True,4
59215,1,google/gemma-3-12b-it,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,7
59215,2,google/gemini-2.0-flash-lite-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
59267,0,qwen/qwen-plus,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,10
59391,5,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
59399,1,meta-llama/llama-4-maverick,Doctor,Village,All Mafia were eliminated. Village wins!,True,11
59409,0,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
59459,4,qwen/qwen-plus,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
59459,3,moonshotai/kimi-k2,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
59459,5,meta-llama/llama-4-scout,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
59459,1,qwen/qwen-turbo,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,2
59489,0,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
59550,2,google/gemma-3-12b-it,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
59559,0,google/gemma-3-12b-it,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,10
59576,0,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
59582,3,google/gemma-3-12b-it,Villager,Village,All Mafia were eliminated. Village wins!,True,5
59658,5,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
59671,1,qwen/qwen-turbo,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
59671,3,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
59767,0,moonshotai/kimi-k2,Villager,Village,All Mafia were eliminated. Village wins!,True,4
59885,1,google/gemma-3-12b-it,Detective,Village,All Mafia were eliminated. Village wins!,True,5
60068,4,qwen/qwen-plus,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
60151,3,google/gemma-3-12b-it,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
60179,5,meta-llama/llama-4-scout,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
60344,3,qwen/qwen-plus,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,1
60353,5,meta-llama/llama-4-scout,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
60353,2,qwen/qwen-plus,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
60387,1,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,2
60767,4,google/gemma-3-12b-it,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
60800,5,qwen/qwen-turbo,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,2
60823,1,meta-llama/llama-4-maverick,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,11
60828,1,google/gemma-3-12b-it,Villager,Village,All Mafia were eliminated. Village wins!,True,5
61013,5,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
61135,3,meta-llama/llama-4-scout,Villager,Village,All Mafia were eliminated. Village wins!,True,4
61237,0,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
61299,1,qwen/qwen-2.5-7b-instruct,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
61480,5,qwen/qwen-turbo,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,7
61491,3,qwen/qwen-turbo,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
61509,0,qwen/qwen-plus,Villager,Village,All Mafia were eliminated. Village wins!,True,7
61563,0,meta-llama/llama-4-maverick,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
61574,1,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,10
61577,3,google/gemini-2.0-flash-lite-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
61582,0,qwen/qwen-turbo,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
61593,4,M4_V1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
61603,0,qwen/qwen-plus,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
61615,5,google/gemma-3-12b-it,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
61615,4,qwen/qwen-plus,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
61641,4,qwen/qwen-turbo,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
61708,4,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
61716,1,qwen/qwen-plus,Villager,Village,All Mafia were eliminated. Village wins!,True,4
61716,2,google/gemma-3-12b-it,Detective,Village,All Mafia were eliminated. Village wins!,True,5
61755,4,Qwen3-235B-A22B-Instruct-2507-yt-v3-T1,Detective,Village,All Mafia were eliminated. Village wins!,True,6
61755,2,google/gemini-2.0-flash-lite-001,Villager,Village,All Mafia were eliminated. Village wins!,True,4
61774,0,google/gemma-3-12b-it,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
62663,2,M1_V2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
62673,3,qwen/qwen-plus,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,10
62742,5,meta-llama/llama-4-maverick,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
62982,4,M6_V1,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
63000,1,qwen/qwen-turbo,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
63079,3,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
63140,3,qwen/qwen-turbo,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,8
63146,1,qwen/qwen-turbo,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
63172,3,meta-llama/llama-4-scout,Villager,Village,All Mafia were eliminated. Village wins!,True,4
63240,5,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,7
66013,5,qwen/qwen-2.5-7b-instruct,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,2
66056,0,google/gemini-2.0-flash-lite-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
67003,3,meta-llama/llama-4-scout,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
67071,4,meta-llama/llama-4-maverick,Doctor,Village,All Mafia were eliminated. Village wins!,True,10
67132,4,qwen/qwen-turbo,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,7
67728,4,meta-llama/llama-4-scout,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,10
68425,2,google/gemma-3-12b-it,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,11
69381,3,Breaking Bad LLM agent - Track 1 - LLAMA,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,2
69482,5,google/gemma-3-12b-it,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
69603,5,google/gemini-2.0-flash-lite-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
69603,2,qwen/qwen-plus,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
70372,4,google/gemini-2.0-flash-lite-001,Villager,Village,All Mafia were eliminated. Village wins!,True,9
70381,0,m5_p5,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
70381,4,qwen/qwen-turbo,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,2
70383,3,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
70406,3,meta-llama/llama-4-scout,Villager,Village,All Mafia were eliminated. Village wins!,True,7
70450,1,moonshotai/kimi-k2,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
70491,0,google/gemma-3-12b-it,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,1
70531,2,m5_p5,Doctor,Village,All Mafia were eliminated. Village wins!,True,9
70531,3,meta-llama/llama-4-scout,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,12
70547,3,google/gemma-3-12b-it,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,7
70574,5,qwen/qwen-plus,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
71078,5,google/gemini-2.0-flash-001,Detective,Village,All Mafia were eliminated. Village wins!,True,11
71226,5,qwen/qwen-2.5-7b-instruct,Villager,Village,All Mafia were eliminated. Village wins!,True,4
71938,4,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,11
73982,3,qwen/qwen-plus,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
73996,1,moonshotai/kimi-k2,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,11
74114,4,RLGame-gd,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
74136,3,google/gemma-3-12b-it,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
74136,0,qwen/qwen-plus,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
74175,0,google/gemma-3-12b-it,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
74220,5,RLGame-gd,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
74603,1,qwen/qwen-turbo,Villager,Village,All Mafia were eliminated. Village wins!,True,8
74608,2,RLGame-gd,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
74667,5,qwen/qwen-plus,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,4
74674,5,google/gemini-2.0-flash-001,Doctor,Village,All Mafia were eliminated. Village wins!,True,5
74676,2,meta-llama/llama-4-scout,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
74708,5,google/gemma-3-12b-it,Detective,Village,All Mafia were eliminated. Village wins!,True,11
74727,5,RLGame-finetune-v2,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,11
76975,1,meta-llama/llama-4-maverick,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
77358,5,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
78018,2,Breaking Bad LLM agent - Track 1 - EDITH - v2,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,11
78118,0,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78604,0,google/gemini-2.0-flash-lite-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
78611,0,oonaoops,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,9
78612,4,qwen/qwen-2.5-7b-instruct,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
78612,5,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78613,3,google/gemini-2.0-flash-lite-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
78625,2,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,12
78631,5,qwen/qwen-2.5-7b-instruct,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,8
78635,3,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
78645,3,oonaoops,Detective,Village,All Mafia were eliminated. Village wins!,True,10
78659,3,oonaoops,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78661,1,qwen/qwen-2.5-7b-instruct,Doctor,Village,All Mafia were eliminated. Village wins!,True,12
78664,3,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78675,3,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
78679,4,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,10
78716,3,oonaoops,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78717,1,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78717,4,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78719,2,oonaoops,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,1
78746,4,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78746,1,oonaoops,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
78746,2,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78749,4,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78751,0,google/gemini-2.0-flash-lite-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
78757,5,qwen/qwen-turbo,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
78774,1,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78776,0,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78777,0,qwen/qwen-2.5-7b-instruct,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
78786,3,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
78790,0,google/gemini-2.0-flash-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
78793,1,oonaoops,Doctor,Village,All Mafia were eliminated. Village wins!,True,10
78793,5,meta-llama/llama-4-maverick,Detective,Village,All Mafia were eliminated. Village wins!,True,10
78794,0,google/gemini-2.0-flash-lite-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
78844,1,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78848,3,qwen/qwen-turbo,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
78848,4,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78877,1,moonshotai/kimi-k2,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,10
78877,2,oonaoops,Villager,Village,All Mafia were eliminated. Village wins!,True,8
78877,4,google/gemini-2.0-flash-lite-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
78892,5,oonaoops,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
78892,2,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
78907,3,oonaoops,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
78911,5,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
78911,2,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
78919,2,meta-llama/llama-4-maverick,Detective,Village,All Mafia were eliminated. Village wins!,True,10
78928,5,oonaoops,Villager,Village,All Mafia were eliminated. Village wins!,True,4
78931,5,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,11
78933,4,qwen/qwen-2.5-7b-instruct,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,9
78933,2,google/gemini-2.0-flash-lite-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
79013,3,qwen/qwen-2.5-7b-instruct,Villager,Village,All Mafia were eliminated. Village wins!,True,9
79013,5,google/gemini-2.0-flash-001,Detective,Village,All Mafia were eliminated. Village wins!,True,10
79121,4,moonshotai/kimi-k2,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,7
79151,2,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
79151,3,qwen/qwen-turbo,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
80153,4,agent_baseline_8b,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,2
80272,4,google/gemini-2.0-flash-lite-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,3
80272,0,openai/gpt-oss-120b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
80285,4,agent_baseline_8b,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,2
80323,3,google/gemini-2.0-flash-lite-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,1
